,CDSCode,School,District,County,Street,City,Zip,State,Latitude,Longitude,type,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Ungraded Elementary Enrollmnet,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Secondary Enrollment,Total Enrollment,sw_rank_2108,sw_rank_2017,sw_rank_2016,ss_rank_2018_,ss_rank_2017,ss_rank_2016,school_parcel_id,school_id,list_grades,school_node_id,school_zone_id
1107,41690706045082,Los Cerritos Elementary,South San Francisco Unified,San Mateo,210 West Orange Avenue,South San Francisco,94080-4444,CA,37.651417,-122.42775,public,1,1,1,1,1,1,0,0,0,0,0,0,0,63.0,48.0,45.0,47.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,4.0,6.0,,5.0,8.0,1078378,2107,[1 1 1 1 1 1 0 0 0 0 0 0 0],65402631,212
1108,41690706045090,Martin Elementary,South San Francisco Unified,San Mateo,35 School Street,South San Francisco,94080-2855,CA,37.662952,-122.40961,public,1,1,1,1,1,1,0,0,0,0,0,0,0,71.0,94.0,78.0,71.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,4.0,5.0,5.0,,6.0,8.0,1073748,2108,[1 1 1 1 1 1 0 0 0 0 0 0 0],65485025,210
1109,41690706045108,Monte Verde Elementary,South San Francisco Unified,San Mateo,2551 Street Cloud Drive,San Bruno,94066-1700,CA,37.6367,-122.4526,public,1,1,1,1,1,1,0,0,0,0,0,0,0,93.0,94.0,85.0,94.0,94.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,10.0,9.0,9.0,,7.0,4.0,1083747,2109,[1 1 1 1 1 1 0 0 0 0 0 0 0],65348226,232
1110,41690706045116,Ponderosa Elementary,South San Francisco Unified,San Mateo,295 Ponderosa Road,South San Francisco,94080-4218,CA,37.646838,-122.43308,public,1,1,1,1,1,1,0,0,0,0,0,0,0,73.0,73.0,69.0,78.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,8.0,7.0,7.0,,2.0,1.0,1076359,2110,[1 1 1 1 1 1 0 0 0 0 0 0 0],297167041,213
1111,41690706045132,Skyline Elementary,South San Francisco Unified,San Mateo,55 Christen Avenue,Daly City,94015-2811,CA,37.651684,-122.46669,public,1,1,1,1,1,1,0,0,0,0,0,0,0,90.0,70.0,66.0,68.0,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,8.0,7.0,8.0,,5.0,5.0,1222364,2111,[1 1 1 1 1 1 0 0 0 0 0 0 0],65451991,218
1112,41690706045140,Spruce Elementary,South San Francisco Unified,San Mateo,501 Spruce Avenue,South San Francisco,94080-2749,CA,37.658857,-122.4152,public,1,1,1,1,1,1,0,0,0,0,0,0,0,113.0,94.0,89.0,86.0,95.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,3.0,3.0,3.0,,6.0,6.0,1074063,2112,[1 1 1 1 1 1 0 0 0 0 0 0 0],65422401,209
1113,41690706045157,Sunshine Gardens Elementary,South San Francisco Unified,San Mateo,1200 Miller Avenue,South San Francisco,94080-1221,CA,37.665066,-122.43707,public,1,1,1,1,1,1,0,0,0,0,0,0,0,83.0,65.0,64.0,71.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,5.0,4.0,5.0,,1.0,2.0,1071317,2113,[1 1 1 1 1 1 0 0 0 0 0 0 0],267053289,216
1114,41690706059976,Alta Loma Middle,South San Francisco Unified,San Mateo,116 Romney Avenue,South San Francisco,94080-2141,CA,37.660567,-122.45069,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,227.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,6.0,7.0,7.0,,5.0,5.0,1068606,2114,[0 0 0 0 0 0 1 1 1 0 0 0 0],297167845,217
1115,41690706059984,Parkway Heights Middle,South San Francisco Unified,San Mateo,650 Sunset Avenue,South San Francisco,94080-7343,CA,37.66265,-122.42719,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,209.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,2.0,5.0,6.0,,6.0,9.0,1074419,2115,[0 0 0 0 0 0 1 1 1 0 0 0 0],65396166,209
1116,41690706067128,Westborough Middle,South San Francisco Unified,San Mateo,2570 Westborough Boulevard,South San Francisco,94080-5115,CA,37.643258,-122.46065,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,231.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,9.0,8.0,9.0,,8.0,8.0,1220847,2116,[0 0 0 0 0 0 1 1 1 0 0 0 0],65457482,231
1117,41690706068282,Junipero Serra Elementary,South San Francisco Unified,San Mateo,151 Victoria Street,Daly City,94015-2708,CA,37.661121,-122.46974,public,1,1,1,1,1,1,0,0,0,0,0,0,0,56.0,46.0,46.0,53.0,55.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,8.0,6.0,7.0,,1.0,2.0,1224049,2117,[1 1 1 1 1 1 0 0 0 0 0 0 0],904985689,219
1118,41690886045165,Woodside Elementary,Woodside Elementary,San Mateo,3195 Woodside Road,Woodside,94062-2552,CA,37.427582,-122.25839,public,1,1,1,1,1,1,1,1,1,0,0,0,0,47.0,44.0,54.0,46.0,48.0,37.0,52.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,10.0,10.0,10.0,,9.0,10.0,1210089,2118,[1 1 1 1 1 1 1 1 1 0 0 0 0],516272007,299
1119,41745594190013,San Mateo County ROP,San Mateo County ROP,San Mateo,101 Twin Dolphin Drive,Redwood City,94065-1064,CA,37.525926,-122.26363,public,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1234881,2119,[0 0 0 0 0 0 0 0 0 0 0 1 1],522277399,311
1120,43104390106534,Bullis Charter,Santa Clara County Office of Education,Santa Clara,102 West Portola Avenue,Los Altos,94022-1210,CA,37.396836,-122.11646,public,1,1,1,1,1,1,1,1,1,0,0,0,0,105.0,105.0,105.0,85.0,104.0,104.0,99.0,69.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,10.0,10.0,10.0,,9.0,9.0,1331466,2120,[1 1 1 1 1 1 1 1 1 0 0 0 0],249957869,369
1121,43104390111880,Discovery Charter,Santa Clara County Office of Education,Santa Clara,4021 Teale Avenue,San Jose,95117-3433,CA,37.302745,-121.97364,public,1,1,1,1,1,1,1,1,1,0,0,0,0,54.0,55.0,55.0,55.0,55.0,56.0,77.0,76.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,10.0,10.0,10.0,,2.0,2.0,1428635,2121,[1 1 1 1 1 1 1 1 1 0 0 0 0],65425850,473
1122,43104390113431,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,2315 Canoas Garden Avenue,San Jose,95125-2005,CA,37.292255,-121.87392,public,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,0.0,110.0,103.0,92.0,89.0,0.0,616.0,10.0,10.0,10.0,,4.0,4.0,1533053,2122,[0 0 0 0 0 0 0 1 1 1 1 1 1],65452247,564
1123,43104390113704,Rocketship Mateo Sheedy Elementary,Santa Clara County Office of Education,Santa Clara,788 Locust Street,San Jose,95110-2954,CA,37.321396,-121.88667,public,1,1,1,1,1,1,0,0,0,0,0,0,0,95.0,102.0,111.0,99.0,109.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,8.0,8.0,6.0,,10.0,10.0,1397397,2123,[1 1 1 1 1 1 0 0 0 0 0 0 0],65514971,560
1124,43104390116814,ACE Empower Academy,Santa Clara County Office of Education,Santa Clara,625 South Sunset Avenue,San Jose,95116-3423,CA,37.348601,-121.8446,public,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49.0,103.0,97.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,2.0,1.0,2.0,,6.0,9.0,1557960,2124,[0 0 0 0 0 1 1 1 1 0 0 0 0],65382308,591
1125,43104390119024,Rocketship Si Se Puede Academy,Santa Clara County Office of Education,Santa Clara,2249 Dobern Avenue,San Jose,95116-3405,CA,37.352334,-121.83979,public,1,1,1,1,1,1,0,0,0,0,0,0,0,93.0,99.0,93.0,106.0,101.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,6.0,6.0,6.0,,8.0,9.0,1558053,2125,[1 1 1 1 1 1 0 0 0 0 0 0 0],312116329,591
1126,43104390120642,Rocketship Los Suenos Academy,Santa Clara County Office of Education,Santa Clara,331 South 34th Street,San Jose,95116-2905,CA,37.34486500000001,-121.85163,public,1,1,1,1,1,1,0,0,0,0,0,0,0,89.0,100.0,91.0,108.0,82.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,7.0,6.0,5.0,,9.0,8.0,1558875,2126,[1 1 1 1 1 1 0 0 0 0 0 0 0],65545468,592
1127,43104390123257,Downtown College Prep - Alum Rock,Santa Clara County Office of Education,Santa Clara,1776 Educational Park Drive,San Jose,95122-1703,CA,37.366747,-121.85791,public,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,122.0,118.0,119.0,0.0,81.0,76.0,82.0,44.0,0.0,642.0,2.0,2.0,3.0,,4.0,9.0,1390383,2127,[0 0 0 0 0 0 1 1 1 1 1 1 1],65427688,597
1128,43104390123281,Rocketship Discovery Prep,Santa Clara County Office of Education,Santa Clara,370 Wooster Street,San Jose,95116-1095,CA,37.354204,-121.87005,public,1,1,1,1,1,1,0,0,0,0,0,0,0,126.0,111.0,56.0,80.0,85.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,6.0,7.0,8.0,,10.0,10.0,1386704,2128,[1 1 1 1 1 1 0 0 0 0 0 0 0],1081273426,551
1129,43104390123794,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,285 Blossom Hill Road,San Jose,95123-2048,CA,37.252798,-121.81957,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,96.0,62.0,54.0,0.0,301.0,8.0,9.0,9.0,,3.0,7.0,1674809,2129,[0 0 0 0 0 0 0 0 0 1 1 1 1],5334746545,667
1130,43104390124065,Sunrise Middle,Santa Clara County Office of Education,Santa Clara,1149 East Julian Street,San Jose,95116-1005,CA,37.351173,-121.87284,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,51.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,5.0,4.0,4.0,,10.0,10.0,1386717,2130,[0 0 0 0 0 0 1 1 1 0 0 0 0],65476650,551
1131,43104390125781,Rocketship Academy Brilliant Minds,Santa Clara County Office of Education,Santa Clara,2960 Story Road,San Jose,95127-3925,CA,37.355771,-121.81968,public,1,1,1,1,1,1,0,0,0,0,0,0,0,151.0,110.0,109.0,106.0,104.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,6.0,6.0,6.0,,7.0,7.0,1562699,2131,[1 1 1 1 1 1 0 0 0 0 0 0 0],65534618,634
1132,43104390125799,Rocketship Alma Academy,Santa Clara County Office of Education,Santa Clara,198 West Alma Avenue,San Jose,95110-3631,CA,37.31343,-121.87767,public,1,1,1,1,1,1,0,0,0,0,0,0,0,108.0,61.0,91.0,86.0,141.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,7.0,6.0,7.0,,9.0,8.0,1516514,2132,[1 1 1 1 1 1 0 0 0 0 0 0 0],599874245,563
1133,43104390127969,Discovery Charter II,Santa Clara County Office of Education,Santa Clara,762 Sunset Glen Drive,San Jose,95123-4543,CA,37.236158,-121.84842,public,1,1,1,1,1,1,1,1,1,0,0,0,0,97.0,72.0,71.0,73.0,78.0,60.0,51.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,9.0,7.0,8.0,,1.0,1.0,1682339,2133,[1 1 1 1 1 1 1 1 1 0 0 0 0],65515240,675
1134,43104390128090,Summit Public School: Denali,Santa Clara County Office of Education,Santa Clara,539 East Weddell Drive,Sunnyvale,94089-2114,CA,37.397256,-122.01549,public,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,102.0,103.0,0.0,89.0,0.0,0.0,0.0,0.0,411.0,10.0,9.0,9.0,,9.0,8.0,1295987,2134,[0 0 0 0 0 0 1 1 1 1 1 0 0],26028101,422
1135,43104390129213,Alpha: Jose Hernandez,Santa Clara County Office of Education,Santa Clara,1601 Cunningham Avenue,San Jose,95122-2314,CA,37.326449,-121.83457,public,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,121.0,68.0,133.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,3.0,3.0,3.0,,8.0,9.0,1570107,2135,[0 0 0 0 0 1 1 1 1 0 0 0 0],65625738,581
1136,43104390131110,Rocketship Fuerza Community Prep,Santa Clara County Office of Education,Santa Clara,70 South Jackson Avenue,San Jose,95116-2506,CA,37.357607,-121.84232,public,1,1,1,1,1,1,0,0,0,0,0,0,0,152.0,120.0,110.0,110.0,106.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,8.0,7.0,6.0,,10.0,9.0,1563499,2136,[1 1 1 1 1 1 0 0 0 0 0 0 0],4182142103,591
1137,43104390131748,Voices College-Bound Language Academy at Morgan Hill,Santa Clara County Office of Education,Santa Clara,610 Jarvis Drive,Morgan Hill,95037-2894,CA,37.14948,-121.65259,public,1,1,1,1,0,0,0,0,0,0,0,0,0,68.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,,,,,,,1695105,2137,[1 1 1 1 0 0 0 0 0 0 0 0 0],1768222852,700
1138,43104390132530,Voices College-Bound Language Academy at Mt. Pleasant,Santa Clara County Office of Education,Santa Clara,14271 Story Road,San Jose,95127-3823,CA,37.359212,-121.8161,public,1,1,1,1,0,0,0,0,0,0,0,0,0,85.0,48.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,,,,,,,1628110,2138,[1 1 1 1 0 0 0 0 0 0 0 0 0],65617655,636
1139,43104390133496,Rocketship Rising Stars,Santa Clara County Office of Education,Santa Clara,3173 Senter Road,San Jose,95111-1332,CA,37.292561,-121.83243,public,1,1,1,1,1,0,0,0,0,0,0,0,0,216.0,71.0,80.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,8.0,7.0,,,,,1572148,2139,[1 1 1 1 1 0 0 0 0 0 0 0 0],3679770514,569
1140,43104390135087,Opportunity Youth Academy,Santa Clara County Office of Education,Santa Clara,1290 Ridder Park Drive,San Jose,95131-2304,CA,37.383909,-121.90023,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,164.0,0.0,192.0,,,,,,,1374534,2140,[0 0 0 0 0 0 0 0 0 0 1 1 1],65561442,604
1141,43104390136655,Legacy Academy,Santa Clara County Office of Education,Santa Clara,484 East San Fernando Street,San Jose,95112-3513,CA,37.33880900000001,-121.87912,public,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1546777,2141,[0 0 0 0 0 0 1 1 1 0 0 0 0],4182147573,554
1142,43104394330254,Santa Clara County Court,Santa Clara County Office of Education,Santa Clara,"1290 Ridder Park Drive, MC213",San Jose,95131-2304,CA,37.383703,-121.90134,public,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,25.0,31.0,0.0,67.0,,,,,,,1374544,2142,[0 0 0 0 0 0 0 1 1 1 1 1 1],65561442,604
1143,43104394330320,Santa Clara County Community,Santa Clara County Office of Education,Santa Clara,"1290 Ridder Park Drive, MC213",San Jose,95131-2304,CA,37.383703,-121.90134,public,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,7.0,11.0,24.0,30.0,0.0,88.0,,,,,,,1374544,2143,[0 0 0 0 0 0 1 1 1 1 1 1 1],65561442,604
1144,43104396069371,Santa Clara County Special Education,Santa Clara County Office of Education,Santa Clara,"1290 Ridder Park Drive, MC273",San Jose,95131-2304,CA,37.383715,-121.90026,public,1,1,1,1,1,1,1,1,1,1,1,1,1,90.0,63.0,56.0,83.0,75.0,80.0,71.0,88.0,79.0,0.0,77.0,92.0,72.0,68.0,293.0,1287.0,,,,,,,1374534,2144,[1 1 1 1 1 1 1 1 1 1 1 1 1],65561442,604
1145,43693690106633,KIPP Heartwood Academy,Alum Rock Union Elementary,Santa Clara,1250 South King Road,San Jose,95122-2146,CA,37.337686,-121.84095,public,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,107.0,106.0,102.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,9.0,9.0,9.0,,10.0,10.0,1565053,2145,[0 0 0 0 0 1 1 1 1 0 0 0 0],65574696,585
1146,43693690107748,Learning in an Urban Community with High Achievement (L.U.C.H.A.),Alum Rock Union Elementary,Santa Clara,1711 East San Antonio St,San Jose,95116-3041,CA,37.349967,-121.85246,public,1,1,1,1,1,1,0,0,0,0,0,0,0,59.0,42.0,46.0,47.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,5.0,5.0,,,,,1557151,2146,[1 1 1 1 1 1 0 0 0 0 0 0 0],4890201417,591
1147,43693690107763,Renaissance Academy,Alum Rock Union Elementary,Santa Clara,1720 Hopkins Drive,San Jose,95122-1632,CA,37.33668,-121.83083,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,8.0,9.0,,,,,1566412,2147,[0 0 0 0 0 0 1 1 1 0 0 0 0],65558987,586
1148,43693690108167,Adelante Dual Language Academy,Alum Rock Union Elementary,Santa Clara,2999 Ridgemont Drive,San Jose,95127-4649,CA,37.344569,-121.81271,public,1,1,1,1,1,1,1,1,1,0,0,0,0,111.0,79.0,91.0,68.0,50.0,54.0,50.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,6.0,7.0,,,,,1568783,2148,[1 1 1 1 1 1 1 1 1 0 0 0 0],65484923,640
1149,43693690114900,Russo/McEntee Academy,Alum Rock Union Elementary,Santa Clara,2851 Gay Avenue,San Jose,95127-2320,CA,37.36876,-121.83568,public,1,1,1,1,1,1,0,0,0,0,0,0,0,104.0,90.0,92.0,86.0,89.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,5.0,5.0,,,,,1561808,2149,[1 1 1 1 1 1 0 0 0 0 0 0 0],65429143,633
1150,43693690125526,Alpha: Blanca Alvarado,Alum Rock Union Elementary,Santa Clara,1601 Cunningham Avenue,San Jose,95122-2322,CA,37.326567,-121.83506,public,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,142.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,5.0,4.0,5.0,,9.0,10.0,1570141,2150,[0 0 0 0 0 1 1 1 1 0 0 0 0],65625738,581
1151,43693690126284,Renaissance at Mathson,Alum Rock Union Elementary,Santa Clara,2050 Kammerer Avenue,San Jose,95116-3020,CA,37.350962,-121.84401,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,102.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,8.0,8.0,,,,,1558025,2151,[0 0 0 0 0 0 1 1 1 0 0 0 0],65545476,591
1152,43693690129924,Kipp Prize Preparatory Academy,Alum Rock Union Elementary,Santa Clara,1250 South King Road,San Jose,95122-2146,CA,37.337944,-121.84017,public,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,105.0,104.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,7.0,7.0,6.0,,6.0,5.0,1565258,2152,[0 0 0 0 0 1 1 1 1 0 0 0 0],65574696,586
1153,43693690135749,Adelante Dual Language Academy II,Alum Rock Union Elementary,Santa Clara,1970 Cinderella Lane,San Jose,95116-3503,CA,37.344197,-121.84039,public,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1558495,2153,[1 1 1 1 0 0 0 0 0 0 0 0 0],1081079704,590
1154,43693696046114,A. J. Dorsa Elementary,Alum Rock Union Elementary,Santa Clara,1290 Bal Harbor Drive,San Jose,95122-1902,CA,37.339098,-121.83791,public,1,1,1,1,1,1,0,0,0,0,0,0,0,68.0,70.0,50.0,77.0,74.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,2.0,4.0,4.0,,6.0,7.0,1565251,2154,[1 1 1 1 1 1 0 0 0 0 0 0 0],65574696,586
1155,43693696046122,Ben Painter Elementary,Alum Rock Union Elementary,Santa Clara,500 Rough and Ready Road,San Jose,95133-2068,CA,37.37495,-121.84331,public,1,1,1,1,1,1,1,1,1,0,0,0,0,59.0,58.0,56.0,61.0,71.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,5.0,4.0,5.0,,3.0,4.0,1620384,2155,[1 1 1 1 1 1 1 1 1 0 0 0 0],4182058556,632
1156,43693696046130,Clyde Arbuckle Elementary,Alum Rock Union Elementary,Santa Clara,1970 Cinderella Lane,San Jose,95116-3503,CA,37.344775,-121.84101,public,1,1,1,1,1,1,0,0,0,0,0,0,0,49.0,46.0,58.0,54.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,2.0,1.0,2.0,,1.0,5.0,1558691,2156,[1 1 1 1 1 1 0 0 0 0 0 0 0],65382308,590
1157,43693696046148,Clyde L. Fischer Middle,Alum Rock Union Elementary,Santa Clara,1720 Hopkins Drive,San Jose,95122-1632,CA,37.33668,-121.83083,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,119.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1.0,2.0,3.0,,4.0,8.0,1566412,2157,[0 0 0 0 0 0 1 1 1 0 0 0 0],65558987,586
1158,43693696046155,Donald J. Meyer Elementary,Alum Rock Union Elementary,Santa Clara,1824 Daytona Drive,San Jose,95122-1719,CA,37.335187,-121.82767,public,1,1,1,1,1,1,0,0,0,0,0,0,0,57.0,89.0,60.0,66.0,67.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,4.0,4.0,3.0,,8.0,5.0,1569720,2158,[1 1 1 1 1 1 0 0 0 0 0 0 0],65558987,586
1159,43693696046189,Horace Cureton Elementary,Alum Rock Union Elementary,Santa Clara,3720 East Hills Drive,San Jose,95127-2418,CA,37.369353,-121.81422,public,1,1,1,1,1,1,0,0,0,0,0,0,0,85.0,71.0,73.0,86.0,93.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4.0,4.0,3.0,,7.0,7.0,1627340,2159,[1 1 1 1 1 1 0 0 0 0 0 0 0],65663048,636
1160,43693696046197,Lee Mathson Middle,Alum Rock Union Elementary,Santa Clara,2050 Kammerer Avenue,San Jose,95116-3020,CA,37.350825,-121.84408,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,94.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1.0,1.0,1.0,,5.0,3.0,1558025,2160,[0 0 0 0 0 0 1 1 1 0 0 0 0],65545476,591
1161,43693696046213,Linda Vista Elementary,Alum Rock Union Elementary,Santa Clara,100 Kirk Avenue,San Jose,95127-2295,CA,37.37693400000001,-121.82372,public,1,1,1,1,1,1,0,0,0,0,0,0,0,122.0,90.0,89.0,88.0,66.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,7.0,6.0,6.0,,8.0,8.0,1625826,2161,[1 1 1 1 1 1 0 0 0 0 0 0 0],65421385,633
1162,43693696046221,Lyndale Elementary,Alum Rock Union Elementary,Santa Clara,13901 Nordyke Drive,San Jose,95127-3138,CA,37.359746,-121.82492,public,1,1,1,1,1,1,0,0,0,0,0,0,0,85.0,54.0,59.0,62.0,79.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,6.0,5.0,5.0,,8.0,9.0,1562370,2162,[1 1 1 1 1 1 0 0 0 0 0 0 0],65534594,634
1163,43693696046239,Cesar Chavez Elementary,Alum Rock Union Elementary,Santa Clara,2000 Kammerer Avenue,San Jose,95116-3016,CA,37.350237,-121.84497,public,1,1,1,1,1,1,0,0,0,0,0,0,0,72.0,59.0,59.0,65.0,67.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,4.0,4.0,3.0,,9.0,8.0,1557991,2163,[1 1 1 1 1 1 0 0 0 0 0 0 0],65545476,591
1164,43693696046247,Aptitud Community Academy at Goss,Alum Rock Union Elementary,Santa Clara,2475 Van Winkle Lane,San Jose,95116-3758,CA,37.34995,-121.8314,public,1,1,1,1,1,1,1,1,1,0,0,0,0,66.0,56.0,58.0,54.0,56.0,61.0,46.0,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,2.0,2.0,4.0,,3.0,7.0,1563152,2164,[1 1 1 1 1 1 1 1 1 0 0 0 0],1081079615,589
1165,43693696046254,Millard McCollam Elementary,Alum Rock Union Elementary,Santa Clara,3311 Lucian Avenue,San Jose,95127-1544,CA,37.380472,-121.83312,public,1,1,1,1,1,1,0,0,0,0,0,0,0,111.0,69.0,60.0,53.0,85.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,7.0,8.0,7.0,,9.0,8.0,1624736,2165,[1 1 1 1 1 1 0 0 0 0 0 0 0],65540344,630
1166,43693696046270,O. S. Hubbard Elementary,Alum Rock Union Elementary,Santa Clara,1680 Foley Ave,San Jose,95122-2213,CA,37.330237,-121.83946,public,1,1,1,1,1,1,1,1,0,0,0,0,0,109.0,83.0,77.0,87.0,76.0,89.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,4.0,5.0,5.0,,8.0,9.0,1564514,2166,[1 1 1 1 1 1 1 1 0 0 0 0 0],311644646,585
