,level_0,SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_lookup_y,SNAME,SZIP_lookup_y,SZIP,SCITY_lookup_y,SCITY,similarity,Matched?,NAME_CITY_ZIP_lookup,School,Zip,CDSCode
600,624,1491094,5,4707,20640,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95404.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,151401.0,,,,,SANTA ROSA,6.0,0.91501879,310.02275504,,,,,,,,,,,,,sonoma academy,santa rosa,95404,,,-122.689047,38.418595,,,,,,,,97.0,151401.0,60971514011048.0,SANTA ROSA,6.0,PENNGROVE,94951,-122.6071598,38.3522224,60971513091004,151309,97,PENNGROVE,1998677,,1341,,sonoma academy,sonoma academy,95404,95404,santa rosa,santa rosa,0.983606557377049,yes,sonoma academy santa rosa 95404,sonoma academy,95404,49709207104599
601,625,1491094,6,4708,20641,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,1.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95135.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,503329.0,,,,,SAN JOSE,6.0,0.91501879,310.02275504,,,,,,,,,,,,,evergreen elementary,san jose,95135,,,-121.779301,37.310136,,,,,,,,85.0,503329.0,60855033292006.0,SAN JOSE,6.0,PENNGROVE,94951,-122.6071598,38.3522224,60971513091004,151309,97,PENNGROVE,1998677,,1341,,evergreen elementary,evergreen elementary,95135,95135,san jose,san jose,0.985507246376811,yes,evergreen elementary san jose 95135,evergreen elementary,95135,43694356047138
602,626,1491686,3,4713,20696,5,1,17,,1,97.0,,,,NICARAGUAN,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,FAIRFIELD,CA,94533.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,95.0,252501.0,,,,,FAIRFIELD,6.0,2.21585032,750.76492981,,,,,,,,,,,,,armeo high,fairfield,94533,,,-122.038358,38.250172,,,,,,,,95.0,252501.0,60952525011009.0,FAIRFIELD,6.0,FAIRFIELD,94533,-122.02978030000001,38.261249,60952526063008,252606,95,FAIRFIELD,1735029,,1259,,armeo high,armijo high,94533,94533,fairfield,fairfield,0.923076923076923,yes,armeo high fairfield 94533,armijo high,94533,48705404830451
603,627,1492138,3,4727,20726,3,2,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,4.0,,2.0,,,,HIDDEN,SAN LEANDRO,CA,94577.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,433000.0,,,,,SAN LEANDRO,6.0,0.56072528,189.982542,,,,,,,,,,,,,samly ander high,san leandro,94577,,,-122.142059,37.718853,,,,,,,,1.0,433000.0,60014330001014.0,SAN LEANDRO,6.0,SAN LEANDRO,94577,-122.14506000000002,37.730024,60014327001003,432700,1,SAN LEANDRO,158306,,867,,samly ander high,st. leander,94577,94577,san leandro,san leandro,0.865671641791044,yes- ,samly ander high san leandro 94577,st. leander,94577,01612916970636
604,628,1492288,3,4731,20737,3,2,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,BELMONT,CA,94002.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,608900.0,,,,,BELMONT,6.0,0.69944731,236.98374799,,,,,,,,,,,,,carlmont,belmont,94002,,,-122.29046059999999,37.508142299999996,,,,,,,,81.0,608900.0,60816089002005.0,BELMONT,6.0,BELMONT,94002,-122.287122,37.521429,60816087004001,608700,81,BELMONT,1148440,,286,,carlmont,carlmont high,94002,94002,belmont,belmont,0.875,yes,carlmont belmont 94002,carlmont high,94002,41690624130993
605,629,1492288,4,4732,20738,3,1,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,BELMONT,CA,94002.0,,,HIDDEN,HIDDEN,15.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,608900.0,,,,,BELMONT,6.0,0.69944731,236.98374799,,,,,,,,,,,,,ralston,belmont,94002,,,-122.312789,37.51148,,,,,,,,81.0,608900.0,60816089003002.0,BELMONT,6.0,BELMONT,94002,-122.287122,37.521429,60816087004001,608700,81,BELMONT,1148440,,286,,ralston,ralston intermediate,94002,94002,belmont,belmont,0.74074074074074,yes,ralston belmont 94002,ralston intermediate,94002,41688666043483
606,630,1492997,3,4745,20801,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,2.0,1,3.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345111.0,,,,,SAN RAMON,6.0,0.87783081,297.42288359,,,,,,,,,,,,,montyvideo elementary,san ramon,94583,,,-121.95068899999998,37.755441,,,,,,,,13.0,345111.0,60133451111000.0,SAN RAMON,6.0,ANTIOCH,94531,-121.771658,37.972619,60133551112012,355111,13,ANTIOCH,529389,,1186,,montyvideo elementary,montevideo elementary,94583,94583,san ramon,san ramon,0.958904109589041,yes,montyvideo elementary san ramon 94583,montevideo elementary,94583,7618046097158
607,631,1492997,4,4746,20802,3,1,8,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,3.0,1,3.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345111.0,,,,,SAN RAMON,6.0,0.87783081,297.42288359,,,,,,,,,,,,,montyvideo elementary,san ramon,94583,,,-121.95068899999998,37.755441,,,,,,,,13.0,345111.0,60133451111000.0,SAN RAMON,6.0,ANTIOCH,94531,-121.771658,37.972619,60133551112012,355111,13,ANTIOCH,529389,,1186,,montyvideo elementary,montevideo elementary,94583,94583,san ramon,san ramon,0.958904109589041,yes,montyvideo elementary san ramon 94583,montevideo elementary,94583,7618046097158
608,632,1493487,3,4761,20846,3,2,17,,2,1.0,,,,,1,,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,1.0,1,4.0,,2.0,,,,HIDDEN,SANTA CLARA,CA,95051.0,,,HIDDEN,HIDDEN,5.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,505305.0,,,,,SANTA CLARA,6.0,0.66360461,224.83967906,,,,,,,,,,,,,st lawrence academy,santa clara,95051,,,-121.99532040000001,37.359373299999994,,,,,,,,85.0,505305.0,60855053051016.0,SANTA CLARA,6.0,SARATOGA,95070,-122.01804299999999,37.271636,60855075004021,507500,85,SARATOGA,1485793,,494,,st lawrence academy,st. lawrence elementary and middle school,95051,95050,santa clara,santa clara,0.742857142857142,yes- ,st lawrence academy santa clara 95051,,,
609,633,1493678,2,4769,20869,3,2,15,,1,97.0,,,,HISPANIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,3,0.0,1,4.0,,2.0,,,,HIDDEN,BERKELEY,CA,94704.0,,,HIDDEN,HIDDEN,24.0,1,,,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,422900.0,,,,,BERKELEY,6.0,0.63567982,215.37831889,,,,,,,,,,,,,berkeley heights high,berkeley,94704,,,-122.27155900000001,37.8688166,,,,,,,,1.0,422900.0,60014229002018.0,BERKELEY,6.0,EL CERRITO,94530,-122.29758600000001,37.910071,60133901002007,390100,13,EL CERRITO,394175,,1046,,berkeley heights high,berkeley high,94704,94704,berkeley,berkeley,0.857142857142857,yes,berkeley heights high berkeley 94704,berkeley high,94704,1611430131177
610,634,1493851,3,4774,20889,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,5.0,1,3.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95403.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152701.0,,,,,SANTA ROSA,6.0,0.76147566,257.9999272,,,,,,,,,,,,,san miguel elementary,santa rosa,95403,,,-122.75923799999998,38.513847,,,,,,,,97.0,152701.0,60971527012000.0,SANTA ROSA,6.0,SANTA ROSA,95403,-122.746875,38.502353899999996,60971527023001,152702,97,SANTA ROSA,1947134,,1368,,san miguel elementary,san miguel elementary,95403,95403,santa rosa,santa rosa,0.986666666666666,yes,san miguel elementary santa rosa 95403,san miguel elementary,95403,49708056051858
611,635,1493851,4,4775,20890,3,2,8,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,5.0,1,3.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95403.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152701.0,,,,,SANTA ROSA,6.0,0.76147566,257.9999272,,,,,,,,,,,,,mark west charter,santa rosa,95403,,,-122.7604476,38.513625700000006,,,,,,,,97.0,152701.0,60971527014002.0,SANTA ROSA,6.0,SANTA ROSA,95403,-122.746875,38.502353899999996,60971527023001,152702,97,SANTA ROSA,1947134,,1368,,mark west charter,mark west charter,95403,95403,santa rosa,santa rosa,0.985074626865671,yes,mark west charter santa rosa 95403,mark west charter,95403,49708050105890
612,636,1494055,2,4782,20909,3,1,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,1.0,1,3.0,,2.0,,,,HIDDEN,LAFAYETTE,CA,94549.0,,,HIDDEN,HIDDEN,18.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,349000.0,,,,,LAFAYETTE,6.0,0.41683881,141.23154609,,,,,,,,,,,,,stanley middle,lafayette,94549,,,-122.113576,37.887147,,,,,,,,13.0,349000.0,60133490002011.0,LAFAYETTE,6.0,WALNUT CREEK,94595,-122.084226,37.887405,60133410002017,341000,13,WALNUT CREEK,714045,,1149,,stanley middle,m. h. stanley middle,94549,94549,lafayette,lafayette,0.892307692307692,yes,stanley middle lafayette 94549,m. h. stanley middle,94549,7617136003768
613,637,1494505,4,4798,20960,3,2,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,6.0,1,3.0,,2.0,,,,HIDDEN,AMERICAN CANYON,CA,94503.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,55.0,201006.0,,,,,AMERICAN CANYON,6.0,0.81169186,275.01396536,,,,,,,,,,,,,american canyon middle,american canyon,94503,,,-122.2663304,38.1700565,,,,,,,,55.0,201006.0,60552010061015.0,AMERICAN CANYON,6.0,AMERICAN CANYON,94503,-122.23869850000001,38.1561158,60552010042019,201004,55,AMERICAN CANYON,885519,,1291,,american canyon middle,american canyon middle,94503,94589,american canyon,american canyon,0.942528735632183,yes,american canyon middle american canyon 94503,american canyon middle,94589,28662666115240
614,638,1495088,3,4806,20993,3,2,10,,2,4.0,,,,,2,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,1.0,1,3.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,2.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,451602.0,,,,,LIVERMORE,6.0,1.67469209,567.41201166,,,,,,,,,,,,,sunset elementary,livermore,94550,,,-121.7734605,37.6626732,,,,,,,,1.0,451602.0,60014516024020.0,LIVERMORE,6.0,LIVERMORE,94550,-121.77264579999999,37.6634773,60014516024014,451602,1,LIVERMORE,220664,,724,,sunset elementary,sunset elementary,94550,94550,livermore,livermore,0.984615384615384,yes,sunset elementary livermore 94550,sunset elementary,94550,1612006097661
615,639,1495088,4,4807,20994,3,1,7,,2,4.0,,,,,2,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,1.0,1,3.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,451602.0,,,,,LIVERMORE,6.0,1.67469209,567.41201166,,,,,,,,,,,,,sunset elementary,livermore,94550,,,-121.7734605,37.6626732,,,,,,,,1.0,451602.0,60014516024020.0,LIVERMORE,6.0,LIVERMORE,94550,-121.77264579999999,37.6634773,60014516024014,451602,1,LIVERMORE,220664,,724,,sunset elementary,sunset elementary,94550,94550,livermore,livermore,0.984615384615384,yes,sunset elementary livermore 94550,sunset elementary,94550,1612006097661
616,640,1496650,3,4844,21132,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,6.0,1,3.0,,2.0,,,,HIDDEN,MENLO PARK,CA,94025.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,2,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,612700.0,,,,,MENLO PARK,6.0,0.43077624,145.95376583,,,,,,,,,,,,,hillview,menlo park,94025,,,-122.195532,37.439837,,,,,,,,81.0,612700.0,60816127002007.0,MENLO PARK,6.0,MENLO PARK,94025,-122.18903799999998,37.437129,60816128001016,612800,81,MENLO PARK,1207936,,344,,hillview,hillview middle,94025,94025,menlo park,menlo park,0.857142857142857,yes,hillview menlo park 94025,hillview middle,94025,41689656044150
617,641,1497202,3,4856,21181,3,1,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,3.0,,2.0,,,,HIDDEN,CONCORD,CA,94521.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,355301.0,,,,,CONCORD,6.0,0.67683969,229.32392958,,,,,,,,,,,,,highlands elementary,concord,94521,,,-121.957621,37.942443,,,,,,,,13.0,355301.0,60133553012017.0,CONCORD,6.0,CONCORD,94521,-121.976809,37.931219,60133553011037,355301,13,CONCORD,429813,,1103,,highlands elementary,highlands elementary,94521,94521,concord,concord,0.985074626865671,yes,highlands elementary concord 94521,highlands elementary,94521,7617546004105
618,642,1497206,3,4859,21184,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,7,0.0,1,4.0,,2.0,,,,HIDDEN,NAPA,CA,94558.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,55.0,200501.0,,,,,NAPA,6.0,0.54832807,185.782174,,,,,,,,,,,,,napa high,napa,94558,,,-122.296876,38.31128,,,,,,,,55.0,200501.0,60552005012005.0,NAPA,6.0,NAPA,94559,-122.297196,38.284928,60552002013012,200201,55,NAPA,845560,,1301,,napa high,napa high,94558,94558,napa,napa,0.974358974358974,yes,napa high napa 94558,napa high,94558,28662662835601
619,643,1497558,3,4873,21230,3,2,18,,1,4.0,97.0,,,SPANISH,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,1.0,1,4.0,,2.0,,,,HIDDEN,ORINDA,CA,94563.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,352202.0,,,,,ORINDA,6.0,1.06636618,361.30163164,,,,,,,,,,,,,campolindo high,orinda,94563,,,-122.145122,37.840003100000004,,,,,,,,13.0,352202.0,60133522021001.0,ORINDA,6.0,ORINDA,94563,-122.144727,37.847421000000004,60133522013010,352201,13,ORINDA,689762,,1158,,campolindo high,campolindo high,94563,94556,orinda,moraga,0.836363636363636,yes,campolindo high orinda 94563,campolindo high,94556,7616300731125
620,644,1497558,4,4874,21231,3,2,14,,1,4.0,97.0,,,SPANISH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,3.0,1,4.0,,2.0,,,,HIDDEN,ORINDA,CA,94563.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,352202.0,,,,,ORINDA,6.0,1.06636618,361.30163164,,,,,,,,,,,,,campolindo high,orinda,94563,,,-122.145122,37.840003100000004,,,,,,,,13.0,352202.0,60133522021001.0,ORINDA,6.0,ORINDA,94563,-122.144727,37.847421000000004,60133522013010,352201,13,ORINDA,689762,,1158,,campolindo high,campolindo high,94563,94556,orinda,moraga,0.836363636363636,yes,campolindo high orinda 94563,campolindo high,94556,7616300731125
621,645,1497558,5,4875,21232,3,2,14,,1,4.0,97.0,,,SPANISH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,5.0,1,4.0,,2.0,,,,HIDDEN,ORINDA,CA,94563.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,352202.0,,,,,ORINDA,6.0,1.06636618,361.30163164,,,,,,,,,,,,,campolindo high,orinda,94563,,,-122.145122,37.840003100000004,,,,,,,,13.0,352202.0,60133522021001.0,ORINDA,6.0,ORINDA,94563,-122.144727,37.847421000000004,60133522013010,352201,13,ORINDA,689762,,1158,,campolindo high,campolindo high,94563,94556,orinda,moraga,0.836363636363636,yes,campolindo high orinda 94563,campolindo high,94556,7616300731125
622,646,1498963,3,4915,21341,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,2.0,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.49176743,166.61854015,,,,,,,,,,,,,abbott middle,san mateo,94403,,,-122.30958999999999,37.531215,,,,,,,,81.0,607300.0,60816073003010.0,SAN MATEO,6.0,SAN MATEO,94403,-122.28611699999999,37.539975,60816085012010,608501,81,SAN MATEO,1137880,,277,,abbott middle,abbott middle,94403,94403,san mateo,san mateo,0.982456140350877,yes,abbott middle san mateo 94403,abbott middle,94403,41690396044796
623,647,1498963,4,4916,21342,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.49176743,166.61854015,,,,,,,,,,,,,abbott middle,san mateo,94403,,,-122.30958999999999,37.531215,,,,,,,,81.0,607300.0,60816073003010.0,SAN MATEO,6.0,SAN MATEO,94403,-122.28611699999999,37.539975,60816085012010,608501,81,SAN MATEO,1137880,,277,,abbott middle,abbott middle,94403,94403,san mateo,san mateo,0.982456140350877,yes,abbott middle san mateo 94403,abbott middle,94403,41690396044796
624,648,1499119,3,4919,21350,3,2,16,,2,1.0,,,,,1,,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,7.0,,,,,,,3.0,1.0,2.0,5.0,81.0,,25.0,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,10,0.0,1,4.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,1.0,,1,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,401300.0,1.0,426100.0,OAKLAND,6.0,,,OAKLAND,6.0,0.82523374,279.60216925,TEMPLE SINAI,OAKLAND,94609.0,,,-122.2648933,37.816613000000004,,,,,,piedmont high,piedmont,94611,,,-122.2329558,37.8234908,1.0,401300.0,60014013003002.0,OAKLAND,6.0,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.241534,37.824273,60014262002011,426200,1,OAKLAND,100419,6964.0,917,979.0,piedmont high,piedmont high,94611,94611,piedmont,piedmont,0.981818181818181,yes,piedmont high piedmont 94611,piedmont high,94611,1612750136515
625,649,1500091,4,4934,21422,3,1,18,,2,1.0,,,,,2,1996.0,1.0,98.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,98,0.0,1,4.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,1.0,451701.0,,,,,LIVERMORE,6.0,0.68343772,231.55944535,,,,,,,,,,,,,granada high,livermore,94550,,,-121.787625,37.674818,,,,,,,,1.0,451701.0,60014517011001.0,LIVERMORE,6.0,LIVERMORE,94550,-121.776749,37.65934,60014516024023,451602,1,LIVERMORE,220924,,724,,granada high,granada high,94550,94550,livermore,livermore,0.981818181818181,yes,granada high livermore 94550,granada high,94550,1612000133397
