,level_0,SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_lookup_y,SNAME,SZIP_lookup_y,SZIP,SCITY_lookup_y,SCITY,similarity,Matched?,NAME_CITY_ZIP_lookup,School,Zip,CDSCode
2569,2701,3005024,2,18406,90801,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94618.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,400100.0,,,,,OAKLAND,6.0,0.68306377,231.4327475,,,,,,,,,,,,,kaiser elementary,oakland,94618,,,-122.23171310000001,37.8531411,,,,,,,,1.0,400100.0,60014001001062.0,OAKLAND,6.0,OAKLAND,94602,-122.20158799999999,37.801558,60014067004005,406700,1,OAKLAND,39277,,910,,kaiser elementary,kaiser elementary,94618,94618,oakland,oakland,0.983606557377049,yes,kaiser elementary oakland 94618,kaiser elementary,94618,1612596001895
2570,2702,3005024,3,18407,90802,3,2,8,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94618.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,400100.0,,,,,OAKLAND,6.0,0.68306377,231.4327475,,,,,,,,,,,,,kaiser elementary,oakland,94618,,,-122.23171310000001,37.8531411,,,,,,,,1.0,400100.0,60014001001062.0,OAKLAND,6.0,OAKLAND,94602,-122.20158799999999,37.801558,60014067004005,406700,1,OAKLAND,39277,,910,,kaiser elementary,kaiser elementary,94618,94618,oakland,oakland,0.983606557377049,yes,kaiser elementary oakland 94618,kaiser elementary,94618,1612596001895
2571,2703,3005113,2,18413,90808,3,1,15,,2,1.0,2.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,20,0.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,15.0,1,,,,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,401200.0,,,,,OAKLAND,6.0,0.73044673,247.48683999,,,,,,,,,,,,,oakland technical high,oakland,94609,,,-122.25448840000001,37.831590500000004,,,,,,,,1.0,401200.0,60014012001017.0,OAKLAND,6.0,OAKLAND,94602,-122.225472,37.801637899999996,60014049003009,404900,1,OAKLAND,31412,,922,,oakland technical high,oakland technical high,94609,94611,oakland,oakland,0.929577464788732,yes,oakland technical high oakland 94609,oakland technical high,94611,1612590136051
2572,2704,3005113,3,18414,90809,3,1,15,,2,1.0,2.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,20,2.0,,,,20,0.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,15.0,1,,,,1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,401200.0,,,,,OAKLAND,6.0,0.73044673,247.48683999,,,,,,,,,,,,,oakland technical high,oakland,94609,,,-122.25448840000001,37.831590500000004,,,,,,,,1.0,401200.0,60014012001017.0,OAKLAND,6.0,OAKLAND,94602,-122.225472,37.801637899999996,60014049003009,404900,1,OAKLAND,31412,,922,,oakland technical high,oakland technical high,94609,94611,oakland,oakland,0.929577464788732,yes,oakland technical high oakland 94609,oakland technical high,94611,1612590136051
2573,2705,3005134,3,18418,90813,3,2,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,9,1.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94602.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,406700.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,sequoia elementary,oakland,94602, , ,-122.2110795,37.8025078,,,,,,,,1.0,406700.0,60014067003004.0,OAKLAND,6.0,OAKLAND,94602,-122.204581,37.799037,60014067003000,406700,1,OAKLAND,39180,,910,,sequoia elementary,sequoia elementary,94602,94602,oakland,oakland,0.984126984126984,yes,sequoia elementary oakland 94602,sequoia elementary,94602,1612596002174
2574,2706,3005134,4,18419,90814,3,1,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,2.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94602.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,406700.0,,,,,OAKLAND,6.0,0.91044433,308.47285509,,,,,,,,,,,,,sequoia elementary,oakland,94602,,,-122.2110795,37.8025078,,,,,,,,1.0,406700.0,60014067003004.0,OAKLAND,6.0,OAKLAND,94602,-122.204581,37.799037,60014067003000,406700,1,OAKLAND,39180,,910,,sequoia elementary,sequoia elementary,94602,94602,oakland,oakland,0.984126984126984,yes,sequoia elementary oakland 94602,sequoia elementary,94602,1612596002174
2575,2707,3005138,3,18422,90817,3,2,16,,1,1.0,97.0,,,HISPANIC,1,,1.0,1.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94605.0,,,HIDDEN,HIDDEN,7.0,1,,,,1,1.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,409800.0,,,,,OAKLAND,6.0,1.38842896,470.42156510000007,,,,,,,,,,,,,bishop o'dowd high,oakland,94605,,,-122.15476299999999,37.753313,,,,,,,,1.0,409800.0,60014098002008.0,OAKLAND,6.0,OAKLAND,94602,-122.22090800000001,37.80186,60014049002005,404900,1,OAKLAND,31533,,922,,bishop o'dowd high,bishop o'dowd high school,94605,94605,oakland,oakland,0.885714285714285,yes,bishop o'dowd high oakland 94605,bishop o'dowd high school,94605,01612596932784
2576,2708,3005138,4,18423,90818,3,1,12,,1,1.0,97.0,,,HISPANIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,1.38842896,470.42156510000007,,,,,,,,,,,,,corpus christi,piedmont,94611,,,-122.214402,37.813634,,,,,,,,1.0,426100.0,60014261003021.0,OAKLAND,6.0,OAKLAND,94602,-122.22090800000001,37.80186,60014049002005,404900,1,OAKLAND,31533,,922,,corpus christi,corpus christi elementary,94611,94611,piedmont,piedmont,0.823529411764705,yes,corpus christi piedmont 94611,corpus christi elementary,94611,01612756972632
2577,2709,3005391,3,18443,90838,3,1,16,,1,98.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,3,1.0,1,4.0,,2.0,,,,HIDDEN,SAN LORENZO,CA,94580.0,,,-122.1198714,37.6879213,6.0,1,,1.0,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,433700.0,,,,,SAN LORENZO,6.0,2.49213878,844.37580588,,,,,,,,,,,,,san lorenzo high,san lorenzo,94580,,,-122.11987140000002,37.6879213,,,,,,,,1.0,433700.0,60014337002003.0,SAN LORENZO,6.0,OAKLAND,94603,-122.18456599999999,37.735883,60014090001030,409000,1,OAKLAND,76717,,875,,san lorenzo high,san lorenzo high,94580,94580,san lorenzo,san lorenzo,0.985074626865671,yes,san lorenzo high san lorenzo 94580,san lorenzo high,94580,1613090137810
2578,2711,3005391,5,18445,90840,3,2,8,,1,98.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94619.0,,,-122.2049464,37.7885391,6.0,1,,2.0,1.0,1,1.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,407000.0,,,,,OAKLAND,6.0,2.49213878,844.37580588,,,,,,,,,,,,,alandale elementary,oakland,94619,,,-122.20494640000001,37.7885391,,,,,,,,1.0,407000.0,60014070005004.0,OAKLAND,6.0,OAKLAND,94603,-122.18456599999999,37.735883,60014090001030,409000,1,OAKLAND,76717,,875,,alandale elementary,allendale elementary,94619,94619,oakland,oakland,0.939393939393939,yes,alandale elementary oakland 94619,allendale elementary,94619,1612596001630
2579,2712,3005452,3,18448,90843,3,2,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0, , ,-122.2720877,37.8848385,1.0,1,,2.0,2.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,1.10173514,373.2851897,,,,,,,,,,,,,school of the madeleine,berkeley,94709, , ,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine,school of the madeleine,94709,94709,berkeley,berkeley,0.986666666666666,yes,school of the madeleine berkeley 94709,school of the madeleine,94709,01611436973085
2580,2713,3005452,4,18449,90844,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0,,,-122.2720877,37.8848385,1.0,1,,2.0,1.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,1.10173514,373.2851897,,,,,,,,,,,,,school of the madeleine,berkeley,94709,,,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine,school of the madeleine,94709,94709,berkeley,berkeley,0.986666666666666,yes,school of the madeleine berkeley 94709,school of the madeleine,94709,01611436973085
2581,2714,3005452,5,18450,90845,3,1,8,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,BERKELEY,CA,94709.0, , ,-122.2720877,37.8848385,1.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,421700.0,,,,,BERKELEY,6.0,2.36880223,802.5874415,,,,,,,,,,,,,school of the madeleine,berkeley,94709, , ,-122.27208770000001,37.8848385,,,,,,,,1.0,421700.0,60014217001005.0,BERKELEY,6.0,BERKELEY,94709,-122.27345,37.878706,60014217003007,421700,1,BERKELEY,118302,,1027,,school of the madeleine,school of the madeleine,94709,94709,berkeley,berkeley,0.986666666666666,yes,school of the madeleine berkeley 94709,school of the madeleine,94709,01611436973085
2582,2715,3005958,2,18471,90866,3,1,14,,2,3.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,20,1.0,999998.0,4.0,,5,1.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94619.0,,,-122.161464,37.798392,15.0,1,,,,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,408100.0,,,,,OAKLAND,6.0,0.07432310000000002,25.18183724,,,,,,,,,,,,,skyline high,oakland,94619,,,-122.161464,37.798392,,,,,,,,1.0,408100.0,60014081001004.0,OAKLAND,6.0,OAKLAND,94606,-122.241571,37.797469899999996,60014055002002,405500,1,OAKLAND,27737,,935,,skyline high,skyline high,94619,94619,oakland,oakland,0.980392156862745,yes,skyline high oakland 94619,skyline high,94619,1612590137943
2583,2716,3006352,3,18493,90894,3,1,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,2.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94608.0, , ,-122.27655,37.833202,6.0,1,,2.0,1.0,2,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,401000.0,,,,,EMERYVILLE,6.0,0.68602796,232.43706119999996,,,,,,,,,,,,,north oakland community charter,oakland,94608, , ,-122.27655,37.833202,,,,,,,,1.0,401000.0,60014010003007.0,EMERYVILLE,6.0,EMERYVILLE,94608,-122.272148,37.839182,60014007004007,400700,1,EMERYVILLE,17261,,996,,north oakland community charter,north oakland community charter,94608,94608,oakland,oakland,0.98876404494382,yes,north oakland community charter oakland 94608,north oakland community charter,94608,1612596117972
2584,2717,3006388,2,18498,90899,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,2.0,,,,7,5.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94612.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,402800.0,,,,,OAKLAND,6.0,0.62897531,213.10672464,,,,,,,,,,,,,oakland for the arts,oakland,94612,,,-122.27131000000001,37.807939000000005,,,,,,,,1.0,402800.0,60014028002024.0,OAKLAND,6.0,OAKLAND,94609,-122.25466399999999,37.8335,60014012001018,401200,1,OAKLAND,16124,,975,,oakland for the arts,oakland school for the arts,94612,94612,oakland,oakland,0.891891891891891,yes,oakland for the arts oakland 94612,oakland school for the arts,94612,1612593030772
2585,2718,3006418,3,18503,90904,3,2,5,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,-122.258845,37.849687,6.0,1,,,,1,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,400400.0,,,,,OAKLAND,6.0,1.68353254,570.40729799,,,,,,,,,,,,,peralta,oakland,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.257953,37.847840999999995,60014004003019,400400,1,OAKLAND,21675,,1000,,peralta,peralta elementary,94609,94609,oakland,oakland,0.769230769230769,yes,peralta oakland 94609,peralta elementary,94609,1612596002109
2586,2719,3006435,3,18508,90909,3,2,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,1.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,400400.0,,,,,OAKLAND,6.0,0.69098741,234.11740071,,,,,,,,,,,,,peralta elementary,oakland,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.25960500000001,37.850563,60014004003001,400400,1,OAKLAND,22400,,1000,,peralta elementary,peralta elementary,94609,94609,oakland,oakland,0.984126984126984,yes,peralta elementary oakland 94609,peralta elementary,94609,1612596002109
2587,2720,3006435,4,18509,90910,3,1,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,400400.0,,,,,OAKLAND,6.0,0.69098741,234.11740071,,,,,,,,,,,,,peralta elementary,oakland,94609,,,-122.258845,37.849687,,,,,,,,1.0,400400.0,60014004003009.0,OAKLAND,6.0,OAKLAND,94609,-122.25960500000001,37.850563,60014004003001,400400,1,OAKLAND,22400,,1000,,peralta elementary,peralta elementary,94609,94609,oakland,oakland,0.984126984126984,yes,peralta elementary oakland 94609,peralta elementary,94609,1612596002109
2588,2721,3006554,3,18528,90929,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,13,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,2.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.95799137,324.58254,,,,,,,,,,,,,piedmont middle,piedmont,94611,,,-122.2343061,37.822880700000006,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94610,-122.23693899999999,37.819443,60014261004006,426100,1,OAKLAND,101682,,918,,piedmont middle,piedmont middle,94611,94611,piedmont,piedmont,0.983050847457627,yes,piedmont middle piedmont 94611,piedmont middle,94611,1612756066492
2589,2722,3006554,4,18529,90930,3,1,7,,2,1.0,,,,,2,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,2.0,,,,15,2.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94610.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.95799137,324.58254,,,,,,,,,,,,,wildwood elementary,piedmont,94610,,,-122.23520549999999,37.81974879999999,,,,,,,,1.0,426100.0,60014261004006.0,OAKLAND,6.0,PIEDMONT,94610,-122.23693899999999,37.819443,60014261004006,426100,1,OAKLAND,101682,,918,,wildwood elementary,wildwood elementary,94610,94611,piedmont,piedmont,0.955223880597014,yes,wildwood elementary piedmont 94610,wildwood elementary,94611,1612756002307
2590,2723,3006638,3,18536,90937,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,OAKLAND,CA,94601.0,,,-122.2212974,37.7984323,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,406400.0,,,,,OAKLAND,6.0,0.79422716,269.09665008,,,,,,,,,,,,,redwood day,oakland,94601,,,-122.22129740000001,37.798432299999995,,,,,,,,1.0,406400.0,60014064002002.0,OAKLAND,6.0,OAKLAND,94610,-122.239124,37.812707,60014051004001,405100,1,OAKLAND,11130,,938,,redwood day,redwood day school,94601,94602,oakland,oakland,0.821428571428571,yes,redwood day oakland 94601,redwood day school,94602,01612596995542
2591,2724,3006638,4,18537,90938,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94610.0,,,-122.2267621,37.8112419,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,405100.0,,,,,OAKLAND,6.0,0.79422716,269.09665008,,,,,,,,,,,,,crocker highlands,oakland,94610,,,-122.2267621,37.8112419,,,,,,,,1.0,405100.0,60014051001004.0,OAKLAND,6.0,OAKLAND,94610,-122.239124,37.812707,60014051004001,405100,1,OAKLAND,11130,,938,,crocker highlands,crocker highlands elementary,94610,94610,oakland,oakland,0.833333333333333,yes,crocker highlands oakland 94610,crocker highlands elementary,94610,1612596001754
2592,2725,3006670,3,18545,90946,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,2.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94610.0,,,HIDDEN,HIDDEN,1.0,1,,,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.57927245,196.2666165,,,,,,,,,,,,,wildwood elementary,piedmont,94610,,,-122.2354393,37.819721,,,,,,,,1.0,426100.0,60014261004006.0,OAKLAND,6.0,PIEDMONT,94610,-122.23660790000001,37.821900299999996,60014261004005,426100,1,OAKLAND,101533,,918,,wildwood elementary,wildwood elementary,94610,94611,piedmont,piedmont,0.955223880597014,yes,wildwood elementary piedmont 94610,wildwood elementary,94611,1612756002307
2593,2726,3006852,3,18560,90961,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,14,4.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426100.0,,,,,OAKLAND,6.0,0.89387735,302.85970365,,,,,,,,,,,,,piedmont middle,piedmont,94611,,,-122.234654,37.822777,,,,,,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.24411,37.827844,60014262001015,426200,1,OAKLAND,99967,,917,,piedmont middle,piedmont middle,94611,94611,piedmont,piedmont,0.983050847457627,yes,piedmont middle piedmont 94611,piedmont middle,94611,1612756066492
2594,2727,3006852,4,18561,90962,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDDEN,HIDDEN,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,12,0.0,1,3.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,426200.0,,,,,OAKLAND,6.0,0.89387735,302.85970365,,,,,,,,,,,,,beach elementary,piedmont,94611,,,-122.246358,37.824094,,,,,,,,1.0,426200.0,60014262003006.0,OAKLAND,6.0,PIEDMONT,94611,-122.24411,37.827844,60014262001015,426200,1,OAKLAND,99967,,917,,beach elementary,beach elementary,94611,94611,piedmont,piedmont,0.983606557377049,yes,beach elementary piedmont 94611,beach elementary,94611,1612756002281
